,nickname,text,score,like,dislike,time,watch_movie
0,냥냥이(slam****),크리스가 2층으로 올라갈때 떠들썩하던 1층사람들 갑자기 조용해질때 소름 이장면이 제일 무서웠음,7,5947,268,2017-05-18 14:32:00,0
1,hhl4****,마지막에 경찰차가 오자 자연스럽게 두손을 드는 주인공의 모습이 슬펐음 차별을 당연시 여기는 느낌이라..,10,5491,293,2017-05-19 15:49:00,0
2,9759(yona****),"와, 초반에 여친이 흑인남친 면허증 안보여 주려고 했던거 설계였네 경찰한테 꼬리 잡힐까봐,, 백인경찰이 편견으로 흑인 검문 때리는 줄 알았는데 지리네 설계",8,4706,368,2017-05-17 02:05:00,0
3,ㅇㅇ(pon8****),경찰차가 왔을때 모두 다 긴장했을듯 ㅋ,10,4282,312,2017-05-17 01:31:00,0
4,84억 김똑딱(horn****),근데 여자애는 그렇게 중요한 사진을 그리 대충 보관하냐,9,4364,724,2017-05-17 07:51:00,0
5,dog6****,다시는 커피 못저어먹는 영화,10,3798,218,2017-05-17 07:35:00,0
6,탱(mjka****),영화에서 그인간들 ㅋ. 왜그렇게 주인공이 담배를 못피게 하는지 나중에 생각해 보면 참 ㅋ 무섭다 ㅋ,10,3494,88,2017-05-18 16:31:00,0
7,dddudd(1028****),반전잼 !! 음악도 좋았고 영화에 나오는 뚱띠 흑인친구 겁나웃김ㅋㅋㅋ,10,3009,169,2017-05-17 14:54:00,관람객
8,목없는사슴(57sw****),한편으로는 흑인이라는 이유로 차별을 받고 한편으로는 그들의 신체적 우월함을 동경하는 아이러니함 코미디중의 코미디 신선했다,10,2791,56,2017-05-18 15:36:00,0
9,융더(sdfp****),솜뭉치 하드캐리...,10,2759,53,2017-05-17 23:34:00,0
10,다소미(kqwe****),흑인여배우 연기 소름끼침 눈은우는데 입은웃고있어..,10,2665,31,2017-05-19 15:05:00,0
11,ongj****,이 영화는 특히 결말과 함께 곱씹어 보는 복선들을 다시 생각해 보면 소름돋을듯.. 미쳤음,10,2567,135,2017-05-17 02:47:00,0
12,프시카(whrl****),옆자리 사람이 뭐 나올때마다 펄쩍펄쩍 뛰어서 활어인줄,9,2199,54,2017-05-20 12:21:00,관람객
13,niki****,예고편 만든 사람 해고각이다... 스토리 반전.. 영화안 번뜩이는 장면 모두를 담아냈네 ㄷㄷ,8,2059,135,2017-05-17 00:58:00,0
14,칼토스(kalt****),근래 보기 드문 수작이다 배우만 내새우는 쓰레기 한국영화 보다가 스토리 연출 반전 완벽하게 떨어지는 영화다운 영화를 봤다,10,1998,151,2017-05-17 03:42:00,0
15,오래오래(lema****),"사슴,모자,휴대폰, 소품들의 치밀함 그리고 대사까지도 놀라울 따름이다. 이건  괴기스러움을  넘어서는 새로운 느낌이다.",9,1754,101,2017-05-17 02:48:00,0
16,king세종king(king****),겟아웃이 '여기서 꺼져'가 아니라 '여길 나가'였을줄은...,10,1661,47,2017-05-20 01:53:00,0
17,표야(pyoy****),감독이 천재인가.. 모든장면이 다 이유가 있엇다는거,10,1667,83,2017-05-17 02:29:00,0
18,욱(loop****),여자애가 우유랑 콘푸로스트 따로먹는게 백인이랑 유색인종이랑은 섞일 수 없다는걸 암시한다는 리뷰 보고 경악했다 ㅋㅋ,9,1527,32,2017-05-23 16:18:00,0
19,siri(siri****),아무리 설명해줘도 모를거야 진심 직접 봐야함,10,1516,77,2017-05-17 13:29:00,관람객
20,박준식(fahr****),교통경찰이최고시다!!!,10,1241,39,2017-05-17 22:58:00,관람객
21,게임하는여왕님(ange****),"나름 신선한소재, 약간 후반부가 빠르게 정리된느낌으로... 아쉽게끝이나네요..",8,1216,90,2017-05-17 23:55:00,관람객
22,하하(bree****),Picking cotton 솜을뜯다 = 목화를따다 같은 의미를 두고있는데 이를 이용해 흑인들이 목화를 따며 생명을 연장하듯 솜을 뜯으며 생명을 연장하는 연출을 보며 천재적인 연출에 소름이 쫘아아악~~ 모든 장면이 의...,10,1088,33,2017-05-21 11:43:00,0
23,음야(styt****),마지막까지 친구가 배신하는줄ㅋㅋ,8,1016,57,2017-05-18 16:46:00,0
24,헤일리(wkdg****),오랜만에 보는 천재적인 영화,10,1020,77,2017-05-17 13:57:00,관람객
25,아지뱀(yhoc****),예고편 보고 보지 마세요,8,923,68,2017-05-17 10:38:00,0
26,베이비그루트(hyel****),남자 주인공 진짜 매력쩜ㅋㅋㅋ첫장면부터 훠우~! 소리지르게됨 (물론 속으로),10,902,57,2017-05-17 14:06:00,관람객
27,샤먼(ehdw****),영화는 시종일관 음울한 분위기를 유도한다. 보는내내 불편한 기분이 들지만 그와는 별개로 짜임새있는 구성과 지속적으로 던져지는 떡밥에 왜? 저런 장면이 나오는가 하며 영화에 몰입하게 만든다. 영화를 보고나면 누군가와 ...,10,869,53,2017-05-17 21:27:00,관람객
28,백승길(bbac****),애인보다 좋은친구를 두어야 한다~,10,765,13,2017-05-20 23:41:00,0
29,aga1****,감독이 숨겨놓은 연결고리들과 나오는 사람들 표정하나하나 왜그랬는지 알면 개소름,10,773,37,2017-05-17 10:45:00,0
30,hun(wjh9****),"흑인들이 주먹으로 인사하는데 그걸 초대받은 흑인이 손잡는거보고 이게복선이라는걸 영화끝에느낌 소름,",10,756,30,2017-05-17 23:58:00,0
31,무소유(okho****),감독이 관객한테 던져놓은 과제가 수십가지..,10,847,129,2017-05-17 02:46:00,0
32,인또(yong****),"여기다가써봐야 누가보겠냐만은 베스트댓글?에 여자애는 중요한사진을 대충보관하냐~써있길래 씁니다. 수술받기로한 짐허드슨이 영상통화할때 말해줍니다. 1,2,3단계가있는데 2단계가 ""이 상황에대한인지""라고, ...",10,695,13,2017-05-30 18:44:00,0
33,대박(dkyi****),여자하인은 진짜 첨부터 끝까지 섬뜩 -ㅅ- ;,10,686,10,2017-05-18 13:52:00,0
34,너구리(jas1****),여자하녀 웃으면서 눈물 흘리는 연기가 제일 인상적이였다. 빙고 할 때 처음에 뭐하는건가 싶었는데 앞에 사진 걸려 있는거 보고 소름,8,688,13,2017-05-21 14:11:00,0
35,한동근(dkbo****),이젠 뻔한 공포보단 이런 심리스릴러가 더 호러스럽다,10,685,17,2017-05-18 19:04:00,0
36,나그네(yglm****),한시간 반짜리 영화인데 무슨 30분 영화인줄 엄청 몰입감 최고였다.,10,671,24,2017-05-18 13:53:00,0
37,찝찝(44ma****),극후반 10분 최후의 경찰차 장면에서 관객은 모두 같은 것을 예상하죠.주인공이 백인이었다면 희망적이었을 그 장면이흑인이기 때문에 절망적이 되는 간접 체험을 하게 됩니다.그것이모든걸말해주는것같네요,10,614,10,2017-05-29 21:54:00,0
38,요마(yoma****),남자주인공 매력있음 빨간눈이 터질듯,10,613,33,2017-05-17 23:14:00,관람객
39,kje0****,흔하지않은 소재와 괜찮은 연출임 간만에 재밌게봄,9,592,42,2017-05-17 00:31:00,0
40,pain****,예상을 어느정도 해도 첨부터 쌓아올린 긴장감에 인물관계도 에 결말까지는 절대 집중해서 보지않고는 제대로 봤다고 할수 없는 영화,10,607,68,2017-05-17 02:31:00,0
41,막내4차원(dbsk****),"흑인이 플래쉬때문에 최면 풀렸을때 나가,도망가라고 하던게 처음으로 소름돋았음..  2층 올라갈때 사람들 싹 조용해지는것도.. 그리고 최고는 로즈가 차키찾으면서 울먹이다가 무표정으로 줄 수 없다고 말할때 진짜 대박이...",10,522,13,2017-05-20 15:36:00,0
42,썽썽힛(ssss****),감독 돌았ㅋㅋㅋㅋ 끝까지 소오름!,10,536,48,2017-05-17 13:59:00,관람객
43,rlaw****,개무섭다ㅜㅜ진짜재밋는데 찝찝하고짜증남..,10,512,55,2017-05-17 20:25:00,관람객
44,족구남(zokg****),명대사 : 천잰대?ㅋㅋㅋㅋ,9,451,9,2017-05-21 23:07:00,0
45,김하영(best****),귀신도 안나오는데 엄청 긴장하고 심장쫄여서 혼났어요 ㅠ,10,426,13,2017-05-17 12:52:00,0
46,si1(rheh****),재밌다. 근데 동영상 메인예고편 없애라좀 ㅋㅋ 영화 하이라이트를 대부분넣었네 안본사람은 2~3분짜리 예고편 보지말고 그냥 가서 보셈.,10,419,16,2017-05-17 08:27:00,0
47,초승달(fora****),여친이 계속 눈치없는거처럼 답답하게 구는가 싶었더니 눈치없는게 아니었군 ㅎㅎㅎㅎ,10,399,13,2017-05-23 22:28:00,관람객
48,nwjd****,스포있어도 보란듯이 핵사이다같은 최고의 영화,10,405,26,2017-05-17 02:49:00,0
49,드래곤(wkda****),"영화 곳곳에서 은근히 드러나는 현재 미국의 상황이 소름 돋는다. 백인들은 흑인을 신체능력 등의 이유로 추켜세운다. 열등한 존재로 보던 시선에서 동경의 대상으로 변한 것 뿐, 결국 다른 존재라는 인식에는 변함이 없다....",10,395,20,2017-05-26 03:43:00,0
50,세희콜(qkrt****),오펀천사의비밀영화 이후로 이렇게 반전있고 신선한 내용있는영화 오랜만이네요 재밌습니다! 몰입도 짱,10,398,44,2017-05-17 01:19:00,0
51,정의의사도(just****),이건 대놓고 재관람하라는 영화,8,364,22,2017-05-18 01:12:00,0
52,HJM홍련(zxvt****),흑인들은 이제 무서워서 백인 여친 집에 가겠나 ㄷㄷ 마지막에도 얄짤없이 누명쓰는구나 싶었다. 허술한 점이 있지만 신선했고 관객들에게 시사하는바가 크다,7,354,19,2017-05-20 02:03:00,0
53,유인나(ssss****),우리도 결국 차별하며 바라보고 있었다,6,398,69,2017-05-18 15:31:00,0
54,MRX(phs3****),복선봐라 ㄷㄷ 진짜 역대급 충격 그 자체,10,337,16,2017-05-17 13:13:00,0
55,넬군대 갔음ㅠㅠ(gkdn****),로드같은 친구 한명 있으면 인생 성공한거다,9,308,3,2017-05-17 18:27:00,0
56,wowl****,기대 했던것 이상의 완성도와 재미를 보여준 작품이다. 조던 필레  감독의 연출력을 다시 보게 되었다. 최고다!,10,322,30,2017-05-17 13:38:00,관람객
57,플라워하우스(ydhs****),정말 실감 납니다. 등골 오싹하고 소름끼칩니다. 제대로 된 공포영화 즐기세요. 강추강추,10,310,24,2017-05-17 13:34:00,관람객
58,abwarten(inn5****),귀신나오는게아닌데 무서워요 보다가 숨계셕참음 ... 그리고 사람이 제일 무섭네요 정말로 ㅇㅇ,8,283,15,2017-05-18 01:27:00,관람객
59,sm31****,10점이 아니라 100점짜리 영화.소재가 너무 참신하다,10,276,21,2017-05-17 22:08:00,관람객
60,투니소년(yoon****),장면 하나하나가 의미있고 이유가 있었던 영화 갈수록 소름돋고 왜 로튼토마토 신선도 지수 99%인지를 알수있었네요,10,259,17,2017-05-17 09:39:00,0
61,애드위드(ad_w****),"일반 호러물과 비교하면 안된다. 징그러운장면, 무서운 장면 없이도 무서울 수 있다니",10,248,13,2017-05-18 19:16:00,0
62,얼토당분(spqj****),친구가 열일한듯 ㅋㅋㅋ,8,217,3,2017-05-19 21:28:00,0
63,pms(pms5****),남주가 이상한 기운을 감지한 순간! 100m 달리기급 전개되는 스토리 꿀잼,10,221,7,2017-05-18 13:52:00,0
64,박채원(codn****),"곡성'보다 끝이 명확하고 사이다스럽고, 어지럽지도 않아서 더 좋았습니다.",10,217,10,2017-05-21 15:52:00,0
65,없음(nice****),신선하고 충격적이네요~,9,231,25,2017-05-17 02:50:00,0
66,진(park****),차원이 다른 신선함! 끝나자마자 탄성이 터졌다!,10,240,35,2017-05-17 12:43:00,관람객
67,hiph****,와 이거 죽이네.ㄷㄷㄷ,10,226,26,2017-05-17 08:22:00,0
68,권빵(rudf****),흑인 소울 없는 흑인이 얼마나 무서운지 알았다,8,200,8,2017-05-21 23:05:00,0
69,냥냥이(minj****),"초중반까진 서늘한 느낌에 오싹한 분위기도 있고, 이야기 흐름도 좋았는데 후반부에 너무 갑자기 끝나버림.",6,273,82,2017-05-17 01:09:00,0
70,최성민(tjda****),너무 충격적이여서 여운이 1주일은 갈거 같다,9,205,21,2017-05-17 12:51:00,0
71,사탕(park****),재미없단 사람치고 영화볼줄 아는사람 없도다,10,250,66,2017-05-17 02:32:00,0
72,아키(holi****),평점이 왜 이러는지 간만에 정말 재밌게본 공포영화예요 꼭 보세요 후회안해요~,9,201,27,2017-05-17 00:53:00,0
73,예딘(yjgj****),인형부터해서 사람까지 모두가 크리스를 보고 있었던것도 복선이였군요 크리스를 원한다는??  그런거그리고 로즈도 도입부에 크리스 면허증을 안보여주고행적을 남기지 않으려는 것 까지 모든게 딱 맞춰지네요재밌었습니다.,9,169,6,2017-05-19 00:02:00,0
74,슬림(swh2****),"흑인들 모자쓴이유,,가정부 앞머리 덮은이유,,면허증 안보여준이유,담배피지말라는이유,정원사가갑자기 뛰어댕긴이유,가정부가 거울보고 웃는이유,ㅅㅂ 복선들이 ㅎㄷㄷ함,반전도 중반에 하나 마지막에하나 심리스릴러 역대급 영화인...",10,157,5,2017-05-21 22:44:00,0
75,유양(pink****),아무생각없이봤던 전조부분이 하나하나 단서가되어 뇌리에 꽂힌다.,10,158,9,2017-05-18 01:36:00,관람객
76,LadyRIRI(mind****),인종차별이 아직도 어딘가에 드리워져있는것같아서 그게 더 무서웠네여,9,148,5,2017-05-17 22:46:00,관람객
77,skde****,흑인은 여전히 사냥되고 있다. 오바마를 비롯해서 흑인들이 백인사회에 받아들여진 것 같지만 그들은 흑인의 외모를 갖춘 백인과 다름없으며 흑인 정신과 매너를 가지고 흑인으로서 살아가는 자들이 아니라는 것. 언젠가 흑인다...,8,159,16,2017-05-20 22:47:00,0
78,TJ(judy****),영화 보는 내내 숨 못쉬다가 크리스 친구만 나오면 안심했닼ㅋㅋ  매력 쩔음,10,145,3,2017-05-22 16:48:00,관람객
79,추예은(chuy****),연기가 너무 소름돋아여,10,146,6,2017-05-19 18:31:00,관람객
80,blue****,끝이 조금 허무했지만 남다른 소재로 긴장감을 제대로 느꼇어요재밋네요,9,151,12,2017-05-17 22:21:00,관람객
81,반헬싱(pine****),무서운 장면 없이 지리는 영화,10,142,8,2017-05-18 00:27:00,관람객
82,락사마(ckr3****),엄청난 연출력이다 디테일이 살아있네,9,145,14,2017-05-17 12:01:00,0
83,hani****,이 지옥같은 곳에서 겟아웃! 소름 쫘악,10,130,7,2017-05-18 19:22:00,0
84,달(dal0****),보고나서도 손에 땀이 계속남 ㅜㅜ 진심 감독 리스펙!!,10,152,29,2017-05-17 14:36:00,관람객
85,geni****,진짜 새롭다 멀 본거지 후아,10,134,13,2017-05-17 14:08:00,관람객
86,승리(khwt****),마지막 친구도 한통속인줄..,9,133,13,2017-05-24 20:20:00,관람객
87,하람아빠(gwan****),감독의 첫 호러스릴러라고는 믿기지 않는,10,121,5,2017-05-18 21:09:00,0
88,보드 맨(nbad****),정밀한 스토리구성에 연기자들까지 수준높아서 몰입방해 없네요,9,121,12,2017-05-17 02:51:00,0
89,mssg****,처가집 인사도 못드리러가긋네 인자,10,97,6,2017-05-20 23:43:00,관람객
90,jkjy****,뚱띵이가 감독이었다니!예고편을 아예 안보고 봤다면 훨씬 재밌었었을듯...,9,130,43,2017-05-18 03:09:00,0
91,kimg****,미국에서 신선한 작품이라고 극찬받았던 이면의 현실이 더 놀랍다,8,87,4,2017-05-21 15:14:00,관람객
92,준후 집(nang****),재미없다는 글때메 망설였는데 왠걸..,10,89,6,2017-05-17 04:19:00,0
93,jinm****,어찌보면 줄거리도 촬영 장소도 단순하다.그런데 그건 영화끝나고 집에 와서야 알았다. 도입부터 시작되는 기괴한 음악이며 소품과 대사의 복선이며 연기며... 쉴새없이 관객을 긴장시켰고 기묘하고 기괴한 집에서 방황하게 만...,9,84,3,2017-05-18 15:23:00,0
94,jinn****,발상은 신선하고 긴장감은 있는데 고조되는 분위기에 비해서 끝에서 주인공 혼자 그냥 10분 만에 뚝딱 해결하고 끝.. 아쉬웠지만 킬링타임용으로는 괜찮다,7,208,130,2017-05-17 18:11:00,0
95,한여사님(hans****),주인공이 경력이 오래된 베터랑배우였다 ㄷㄷ 핵잼,10,71,1,2017-05-18 00:03:00,0
96,임예원(9472****),돈이 아깝지 않았던 영화에요 근데 메인 예고편 무슨 생각으로 저렇게 만드셨는지...ㅠㅠ 예전부터 예고편에서 스포를 다 당해서 안보는습관은 생겼지만 영화 다 보고 나서 예고편을 혹시나하고 봤는데 또 역시나였네요 ㅋㅋ,10,71,1,2017-05-17 22:16:00,0
97,김성준(k214****),나보다 오히려 스토리 1도 몰랐던 내 친구는 계속 대박이라며 ㅋㅋ,10,72,3,2017-05-18 13:52:00,0
98,Sophie(d22p****),이제 흑형이라는 표현도 인종차별적 표현이 될 수 있다는 것을 이 '사이코'스러운 영화로 느낄 수 있었다. 과한 우러러봄도 차별적 요소라는 것.,10,69,1,2017-06-03 23:06:00,0
99,영감(9731****),예고편조차 보지 않은 나는 정말정말 신선했고 소름끼쳤다.,10,70,2,2017-05-18 13:52:00,0
100,syh3****,할아버지 잡아오세요!!,9,69,3,2017-05-19 12:40:00,관람객
101,꿀곰(sung****),"우리나라 관객들은 예고편을 보고 ""봐야겠다!""하고 봐서 그런가 영화에 '더' 기대했던 무언가가 들어있지 않다고 느껴졌다. 예고편이 절반 이상을 차지한 영화. 그럼에도 불구하고 감독이 던진...",9,68,3,2017-05-18 03:28:00,0
102,개굴여신(30ly****),절대 다운받아서 안본다.. 이잼있는걸,10,75,10,2017-05-17 11:45:00,0
103,자라(jara****),또라이 여친 만나서 장기매매 당할뻔한 흑인의 추억,8,88,23,2017-05-21 20:04:00,관람객
104,천사(dsko****),"첫 씬부터 도처에 모든걸 암시하는 장치들, 와 진짜 천재다",10,67,3,2017-05-18 19:02:00,0
105,토종다크템플러(codi****),"이건 두번 봐야 할 듯, 곱씹으면서 다시 봐야지",10,65,3,2017-05-18 19:11:00,0
106,띵코(firi****),수많은 복선들이 놀랍고 솔직히 우린 인종차별을 몸소 느끼지못했지만 인종차별을 몸소 느꼈던 외국사회에서는 정말 왜 소름돋는지 이해되는 영화다,9,59,1,2017-05-21 08:51:00,0
107,라니(nale****),극장에서 흥분하고 볼수 있다는게 완죤 기대~,10,69,11,2017-05-17 02:54:00,0
108,허호호호호(zzzz****),개꿀잼 흑인여자 눈은 슬퍼보이는데 입은 웃고있는거 개소름돋음,10,59,2,2017-05-19 02:11:00,0
109,최대웅(cjst****),이 영화를 욕하는 사람들은 이 영화를 보지 않은 사람들이다,10,73,16,2017-05-21 00:40:00,0
110,하하하(port****),여자의 마음을 잡는거 처럼 이영화도 스포로 다 알고 봐도 깊이는 보지않고는 모르는법,10,108,52,2017-05-17 02:46:00,0
111,이유미(yumi****),주인공이 2층 올라갔을때 다들 조용해 져서  소름...,10,58,3,2017-05-22 11:03:00,관람객
112,Troima(laik****),흑형 금연 성공했네 ㅋㅋㅋ,8,74,19,2017-05-20 00:13:00,0
113,티모씨(tais****),요즘 본 영화 중 젤 재밌었음,10,57,3,2017-05-19 00:00:00,0
114,moon****,재밌어용 ㅎ 팝콘도 다 못먹을 만큼 집중함,10,57,5,2017-05-18 23:25:00,관람객
115,파파닥(atdm****),재밌음 잼ㅆ음 재밌음1ㅡ,10,57,5,2017-05-17 02:49:00,0
116,z히힛z(qkdn****),피곤했는데도 엄청 집중할 정도로 몰입감이랑 긴장감은 뛰어났고 크리스의 복수도 통쾌하기는했지만 뭔가 부족한 느낌??? 끝을 덜낸 느낌?? 이라서 약간 아쉬웠습니다 강아지 키우고싶네요,8,56,5,2017-05-17 23:05:00,관람객
117,suri****,여친 가방 뒤적거리면서 열쇠 못찾는척 할때 욕나와 죽는줄,8,52,2,2017-06-11 02:29:00,0
118,다비드루이스(ljjf****),여자가 사진 보관잘못했다고 무슨보관을 그렇게 하냐고 하는사람있는데 그것도 설계임 현실을 받아들이게해서 수술잘되게할려고 아니면 그냥 최면부터걸어버리고 비로 수술들어갔지 일부러 확인시키게한거임,10,50,1,2017-05-25 02:35:00,0
119,SeanBenson(yung****),다른 시각에서의 인종차별을 제대로 꼬집은 영화 아직도 모든 흑인들은 신체적으로 우월하고 정신적인면에서는 백인들에 비해 못하다는 인식은 은연중에 널리 퍼져있다는걸 잘 보여준 작품,9,49,1,2017-05-19 14:50:00,0
120,짹짹짹짹(hope****),전개에 비해 결말이 비교적 단순하지만 찝찝하게 끝나지 않아 오히려 다행,8,54,6,2017-05-18 23:13:00,관람객
121,체르노보그(wntj****),개쩐다..꼭 보세요 졸잼이에요 사슴이 쵝오,10,57,11,2017-05-17 00:58:00,0
122,카라(nevz****),모든장면에 복선이 천재다 진심. 초반에 빵고르는 로즈랑 면도하는 크리스 번갈아 보여준게..,10,44,1,2017-05-26 03:19:00,0
123,soat****,영화에서 쓰인 배경음악과 음향효과 등 사운드적요소들이영화에 더 몰입하게 해줬고 각 배우들의 연기력도 훌륭했고 결말부분이 좀 순식간에 진행되는 느낌이 들긴하지만 반전적인 요소가 재미를 더해주었다,8,44,1,2017-05-20 09:21:00,관람객
124,섭지(sub8****),단순 흑인인종차별인줄 알았는데.. 그런게 아니었네요,10,48,5,2017-05-18 13:41:00,0
125,re75****,신선한 영화였어요. 막 귀신나오거나 호러는 아닌데 긴장감과 반전이 정말..대단..ㅎㅎ,9,43,2,2017-05-19 04:15:00,0
126,Bonnie(jyj9****),저는 스포를 당하고 영화를 봤는데도 괜찮았어요. 스토리 자체가 참 기괴하고 공포스럽고 신선해요. 보고난 후 한장면씩 회상하며 풀이하는 재미가 있네요ㅋㅋ,9,43,3,2017-05-18 03:19:00,0
127,lapu****,방금 보고 왔는데 말이필요없음요~ 필관람 닥추!!!!,10,43,3,2017-05-17 13:13:00,0
128,선빵날려(exit****),아오...이건 진짜 꼭한번보세요!! 이제까지와는 완전히다른 딴세상영화를 본것같은 재미와 여운..죽입니다!!,10,47,7,2017-05-17 12:13:00,0
129,코코소희(skcj****),곱씹을수록 더 소름끼치는 영화진짜 이런게 스릴러지..,10,40,1,2017-05-22 17:10:00,0
130,gree****,"관람 후 여친이랑 여친집에가는 차안 대사 소름.. 주인공 흑형친구가 전화상으로 ""남친 잘못고른거 알지?(장난)""흑형 남친 옆에 두고 여친 왈  ""이 모든건 당신에게 가까워지려는 수작이었어""...",9,49,10,2017-05-19 21:11:00,0
131,grace216(sunn****),오랜만에 볼만한 소재였어요 어느 분의 말처럼 예고편을 보면 영화전체를 다 알수있게끔 너무 잘 만드셧다는게 흠이면 흠 .. 마지막은 나름 더도말고 덜도말고 마무리된듯..,8,41,3,2017-05-19 21:45:00,관람객
132,제비꼬리(tkdd****),여자친구네 흑인 하인들이 왜그랫는지 이제 이해가된다.. 연출대단하다 정말,10,38,1,2017-05-29 22:56:00,0
133,uzhee(free****),남편과 영후 본 이후로 제가 말할때마다 남편이 자꾸 커피잔을 저어요..묘학게 기분나빠요...,10,43,6,2017-05-21 17:33:00,0
134,0su2****,오랜만에 신선한 소재의 영화,10,49,13,2017-05-17 01:16:00,0
135,톰과제리(jhmi****),이 영화의 최대반전은 주인공이 스물여섯살이라는것,10,36,3,2017-05-20 01:45:00,0
136,박오이(hoon****),여러분 이래서 담배를 피면 안됩니다,10,38,5,2017-05-21 22:35:00,0
137,영화광(line****),차 마실땐 종이컵으로...,9,33,1,2017-05-19 01:02:00,0
138,tkpt****,말 그대로 신선한 영화 간만에 생각과 추리하게 되는 영화 잘 봤습니다 ^^,10,35,3,2017-05-17 02:57:00,0
139,최승석(8519****),깔끕하다.. 웃기고 무섭고 끝까지 예측불허,9,34,3,2017-05-17 12:51:00,0
140,제이케이(fbrm****),소름돋도 무섭고 슬픈영화였다,10,38,7,2017-05-21 10:57:00,관람객
141,sugs****,나도 최면이 걸릴뻔....,10,33,3,2017-05-18 15:30:00,관람객
142,진(sudi****),좀 괴기스럽고 독특한영화를좋아하는데 내가딱좋아하는스타일영화스텝포트와이프+한국의 더게임을 합쳐논듯한 군더더기없이깔끔한영화,9,33,3,2017-05-18 03:47:00,0
143,나는나(jeon****),정말끝까지 보면 잼있어요.^^,10,36,6,2017-05-18 00:17:00,관람객
144,꺄르르를르(dand****),경찰차보고 욕했는데 차문 열리고나서 환호함ㅋㅋㅋ복선이  나중에 생각해보면 소름돋을정도로 잘 짜여져있네요,10,29,0,2017-05-19 23:43:00,0
145,밍구(minj****),진짜 무서워죽는줄 알았어요 컨저링같이 귀신나오는거나 파이널데스티네이션같이 잔인한건 꽤 잘보는편인데 이건 진짜 무서웠어요 역시 사람이 젤 무섭네요....,10,30,1,2017-05-24 22:48:00,0
146,안땡수(hsan****),"영화보면서 소름 한 10번, 놀라는거 한 3번? ㅋㅋ",10,30,1,2017-05-18 13:44:00,0
147,밤(loki****),신선한 영화였슴 흑인여자 무서웠따,9,30,2,2017-05-21 11:30:00,0
148,바빈스키(mesu****),"특별시민, 공조, 불한당 등등 한국 쓰레기영화보다 1000만배나음",10,36,8,2017-05-22 09:20:00,0
149,김소정(ksj9****),한국에서는 찾기 힘든 스릴러 무섭고 잔인한 것이 아닌 기괴함에서 오는 감정이입적 공포를 느낄 수 있다 아 예고편은 보지 마세요 난 스포 안 좋아하는 덕에 예고편 절대 안 보는데 영화 본 뒤에 보니까 이건 무슨 예고편...,9,27,0,2017-05-26 21:09:00,0
150,마린시티(cred****),몰입도. 복선. 연기 모두 좋았던 스릴러물. 의리있던 남주인공 친구가 가장 감초같았던,9,28,1,2017-05-21 01:41:00,0
151,Xfray(qodq****),모든 부분에서 영리하고 불편한 영화,10,28,1,2017-05-17 23:38:00,0
152,evey****,이게 첫 연출작이라고? 미친거 아님?,10,31,4,2017-05-18 21:11:00,0
153,Jacob Frye(wrvj****),흑인을 건들이면 어떻게되는지 잘보여준 영화,9,31,4,2017-05-18 09:16:00,0
154,박준수(qkrw****),오랜만에 영화 끝난후 쉽게 일어나지 못한것 같다.. 곡성 이후 신선한 충격 이었다 영화보는내내 긴장감과 몰입도 최고!!,10,31,5,2017-05-17 20:34:00,0
155,doud****,시간가는 줄 모르고 봤다. 확실히 재밌다고 말할 수 있는 영화.,10,25,1,2017-05-18 01:05:00,0
156,soot****,'스켈레톤키' 영화가 생각나는 영화네요.,8,28,4,2017-05-20 17:29:00,0
157,6105****,미국판 곡성이라는데 곡성보다는 좀 무게감 없겠지만 저는 더 이해하기 쉬웠고 더 스릴있었어욥!,10,30,6,2017-05-23 22:36:00,0
158,호이짜(mari****),괜찮았다 자극적인 장면으로 떡칠된 공포영화보다 100배는 더 값어치있는 영화,8,23,0,2017-05-27 14:40:00,0
159,hyun****,인종차별에 관한 내용인줄알았는데 우와~반전이...!초반부터 끝까지 긴장감있게 넘 재미있었음. 나중에 하인들 정체알고 소오름.,10,26,3,2017-05-20 22:57:00,관람객
160,불타는감자(dlrl****),이렇게 스토리가 탄탄한 영화는 간만입니다 10점 드려요~!!,10,28,5,2017-05-29 18:35:00,관람객
161,taeh****,내용이 매우 신선해요 재밋음,10,28,5,2017-05-17 21:23:00,0
162,키작은외계인(ljg1****),예고편은 영화보기전에 절대 보지마세요.,9,23,1,2017-05-28 13:26:00,관람객
163,젊은그대꿈(khss****),보는 사람들을 다 집중하게 만들면서 같이 깊게 빨아들였다가 확 놔주는 영화 같아,10,23,1,2017-05-18 13:53:00,0
164,강승언(ksu0****),애인의 집에 인사드리러 가는 걸 신중해야한다,10,26,4,2017-05-24 22:43:00,0
165,쮸야(oasi****),연기를 못하는건가? 영화보는 내내 물음표가 생겼는데 와~~ 미친거 아님?,10,36,14,2017-05-17 02:48:00,0
166,mgjw****,최고네요 연출 음향 모든게 좋았고 식상하지 않은 새로운 공포 영화로 다가왔습니다 심오하고 괴기스럽고..많은 생각이 들기도 했고 역시나 사람이 제일로 무섭구나,10,22,1,2017-05-22 16:48:00,0
167,KKKKHCH(sain****),"신선한 스릴러, 매 씬마다 디테일이 살아있다. (무슨 결말 맞추기가 대단하다고 못맞춰야 재밌는 영화인가?  결말 다 맞췄다고 재미 없다고 하는 한심한 사람들 많네)",10,21,1,2017-05-22 12:47:00,0
