,nickname,text,score,like,dislike,time,watch_movie
0,중현(wdrt****),상영관 독점 심하네요 이런 취급받을 영화가 아닌데ㅋㅋ상영관 좀 늘려주세요,10,1984,54,2017-03-23 01:23:00,0
1,jung****,"오랜마에 정말 제대로된 영화 봤네요, 편집, 연출, 스토리 어디하나 빠질게 없네요 강추합니다.",10,1424,41,2017-03-23 00:51:00,0
2,봄햇살같은(risk****),올해 외화 중 최고 영화.인종차별과 남녀차별을 극복하고성장해가는 최고의 휴먼 드라마,10,1301,43,2017-03-23 08:52:00,0
3,230(movi****),"단호박 먹이는 언니들 덕분에 내 맘도 세상시원ㅋㅋㅋ 유쾌하게 풀어내서 정말 좋았던, 주변에 모두 추천하고 싶은 최고의 영화!",10,1148,47,2017-03-23 11:11:00,관람객
4,아모르파티(klpr****),끝날 때 다 같이 박수 좀 칩시다 짝짝짝,9,1067,63,2017-03-23 01:18:00,0
5,aggie89(agne****),"극중 알 해리스가 했던 말이 기억에 남습니다.'나사의 모든 직원들은 노란 소변을 본다' 이 대사 성별,인종,나이,직군에 상관 없이 모두 평등하다는 의미를 부여할수 있다니 말이죠!",9,912,33,2017-03-23 11:47:00,0
6,lony****,"진짜 단연코 올해 본 영화중에 최고... 정말 강추합니다. 근래에 이런영화들은 보기 드물었는데, 보는 내내 가슴속에서 무언가가 꿈틀거림을 느낌!! '좋은 영화'라는말은 이럴때 쓰는거 같아요.",10,790,21,2017-03-23 14:31:00,관람객
7,김수지(suji****),"편견, 차별없는 사회를 꿈꾸며",10,735,26,2017-03-23 11:18:00,관람객
8,허쉬(2bbb****),입소문 제대로 날 영화 꼭 보세요! 차별과 편견이 얼마나 쓸데 없는 건지!! 액션도 아닌데 통쾌했음,10,609,21,2017-03-23 20:10:00,관람객
9,블가리(whit****),"같은 여성으로써 자랑스럽고 감격스런 영화~ 인종,여성 차별에도 불구하고 캐서린,도로시,메리 모두 위대하고 존경받을만한 인물이다..배우들 연기도 최고~",10,605,66,2017-03-23 00:30:00,0
10,행복한빛(yeso****),실존인물을 과하게 포장안하면서도 존경하게 만드는 잔잔하면서 감동을 주는 그런영화,9,397,8,2017-03-24 01:14:00,관람객
11,강물소리(some****),살아보지 않으면 실감할 수 없는 그 시절! 사회적 배경에 대한 막연한 지식을 눈으로 확인할 수 있었다. 그러나 여전히 투쟁은 진행 중이다.,9,307,10,2017-03-23 12:47:00,0
12,핫초코(rnld****),웃다가 울다가 진짜 핵잼! 꿀잼! 상영관을 늘려 달라고~~!,10,269,11,2017-03-23 19:42:00,관람객
13,린린(40es****),트럼프에게 보여주고싶은영화,10,273,22,2017-03-25 00:49:00,0
14,wiz723(jung****),내가 그 시대의 흑인여성이 된듯이 몰입해서 보게된다 그만큼 흡입력있고 전개가 탄탄한 영화다 캐서린이 비맞으면서 흑인여성화장실 다녀온뒤 서러움을 토해낼때 나도 눈물이 흐르더라.세상의 편견과 싸워 이긴 용감한 세여자의 ...,10,250,10,2017-03-23 17:13:00,0
15,윤(doro****),오랜만에 극장에 좋은 영화 걸렸다. 엔딩크레딧이 다 올라가도 자리를 뜰 수 없게 만든 영화..,10,239,5,2017-03-23 11:26:00,관람객
16,영(seyo****),스토리는 물론 배우들의 연기와 퍼렐 윌리엄스표 유쾌한 음악까지! 별을 깎을 요소가 전혀 없는 최고의 영화b,10,235,10,2017-03-23 10:53:00,관람객
17,세라맘(zfef****),웃다가 울다가  진짜 너무 감동적인 스토리입니다. 꼭 보세요!,10,200,9,2017-03-23 19:43:00,관람객
18,오드리헵번(jshe****),이게 영화다 무슨말이 필요한가!안보면 후회하네요 또 상영관 없어 역주행하겠지한국쓰레기영화 반성해라,10,185,6,2017-03-23 19:05:00,0
19,지민(suga****),진짜 너무 감동이다 .. 영화끝나고 어떤분 박수침,10,183,6,2017-03-24 01:21:00,0
20,AuCalf(pjer****),2017년 영화 중 최고의 영화라고 생각합니다. 지난주까지만 해도 미녀와 야수를 베스트로 뽑았었는데 진짜 베스트는 따로 있었네요. 노력은 배반을 하지 않는다는 것을 새삼스레 깨닫게 해준 살면서 꼭 봐야 할 영화. 캐...,10,165,5,2017-03-23 19:15:00,0
21,IF(polo****),깡패새.끼들 나오고 허접한 우리나라 영화보다 100번 이런영화를 추천하고 싶다.,10,162,6,2017-03-27 22:49:00,0
22,구(kuhj****),차별이라는 주제가 무거울수도 있는 주제지만 당당한 세명의 캐릭터가 유쾌하고 속시원하게 볼 수있어서 좋았습니다 !!!,10,141,2,2017-03-23 11:48:00,관람객
23,weekend(boyi****),오랜만에 좋은 영화 한 편 봤네요 연기도 찰지고 스토리도 완벽해요!!,10,130,6,2017-03-23 20:07:00,관람객
24,워니사랑(isak****),"히든 피겨스, 개봉일을 잘 못만난건지 유명배우 출연이 아니어선지, 상영관 거의 독점한 미녀와 야수때문인지..상영관 찾기 힘들었어요..역시 보길 정말 잘 했다..놓치지마세요~ 흔한말이지만 재미, 감동, 교훈이 담겨있습...",10,124,1,2017-03-25 19:11:00,0
25,IKA(li02****),메리가 법정에서 한 말이 너무 멋있었어요. 선례가 없으니 안되겠지 가 아니라 선례를 만들어나간ㄴ 용가와 당당함이라니... 실화를 바탕으로 했다는 데에 더 큰 감동이 몰려옵니다.,10,124,4,2017-03-29 21:38:00,0
26,라 라(metu****),미화시키지않고 희망적인 영화,10,123,4,2017-03-24 03:59:00,관람객
27,mirror db(mirr****),좋은 영화는 흔하지 않죠. 히든 피겨스는 그 흔치 않은 영화 중 하나입니다.,10,112,4,2017-03-24 08:28:00,0
28,Union(rnth****),웃다울다 드라마부터 로맨스와 sf. 장르를 넘나든다,10,111,5,2017-03-23 11:19:00,0
29,hika****,개인적으로 헬프보다 재밌게 봤습니다.인종차별과 유리천장같은 시대적 문제들도 잘 풀어냈고그걸 지탱하는 배우들의 연기도 좋았어요. ㅎㅎ,10,113,9,2017-03-23 19:17:00,0
30,rlat****,"인종 차별, 성차별에 맞서는 세 여성의 이야기. 세상을 살아가는 힘을 주는 멋진 영화.",9,101,6,2017-03-23 11:55:00,0
31,디디(onea****),어마어마하게 차별받은 이야기를 음악으로 중화시킨다.실제로 주인공들이 저 자리까지 올라갔을때 백인남자보다 얼마나 많은걸 참고 견뎌왔는지 조금이나마 체험할수 있어서 정말 좋은 영화였다.,10,78,2,2017-03-24 07:19:00,0
32,행복한 남자(chan****),만점짜리 영화인데.. 상영관수가 프리즌보다 적을까?이해불가...,10,76,3,2017-03-25 18:50:00,0
33,남빛(tjdf****),지금까지 본 외국영화 중 가장 오래도록 기억에 남을 것같고 많은 사람들에게 용기와 자신감을 줄 수 있는 영화.강추!!!!,10,77,4,2017-03-23 22:55:00,0
34,poiu****,오랜만에 영화다운 영화를 본것 같습니다,10,79,6,2017-03-23 23:37:00,관람객
35,Hopecatcher(crad****),"오란만에 보는 감동적 외화입니다. 미국의 우주개발과정과 이에  기여하는 흑인여성들의 인권문제가 자연스럽고 잔잔하게 그려지고 있습니다. 스토리, 연기, 감동, 교육, 꿈이 잘 어우러진 영화입니다.",10,73,2,2017-03-23 17:30:00,관람객
36,원스(tita****),가장 빛나고 기억나는 장면은 단연코 화장실 관련 울분을 토하는 장면.,8,64,1,2017-03-25 04:16:00,0
37,팡파레이바(adie****),"기분좋게봤어요! 흑인여성분들이 당시 겪었던 차별이 얼마나 의미없고, 불공평한 일이었는지 같이 분노했고, 자신의 위치에서 할수 있는 모든것을 하면서 노력하는 그녀들을 보고 많이 감동했습니다 추천하는 영화에요!",9,61,3,2017-03-26 22:21:00,관람객
38,hana(anyh****),이런영화가 잘되어야 한다고 생각함 어설픈 한국영화 감성팔이랑은 차원이 다른 울림이있음,10,60,3,2017-03-27 22:23:00,관람객
39,DooHo(engh****),너무 재밌게봤습니다! 중간에 찡해서 눈물날뻔했어요..케서린 역할 맡으신 배우님 연기가 특히 인상깊었습니다. 이 영화가 앞으로 무슨 일을하든 포기하지말라고 저를 응원해주는듯 하네요.ㅎㅎ,10,57,2,2017-03-24 02:50:00,0
40,kime(kime****),유색인종 전용화장실  팻말 때려 부셨을때 너무 사이다였어요!,10,52,0,2017-03-25 20:29:00,0
41,epal****,"영화로서는 매우 정형화된 구성일지 몰라도, 스토리가 가지는 힘이 엄청나다!! 꼭 보세요",9,51,2,2017-03-23 22:54:00,0
42,alfl****,별 10개도 모자람 ㅋㅋㅋㅋ꿀잼 감동도 있고 백인들 졸때 증말 치떨림,10,51,5,2017-03-24 13:26:00,관람객
43,푸른태양(nosc****),캐서린이 유색인종 화장실 가려고 비 다맞아 가면서 왕복 1.6km 를 갖다 온후 사무실에서 울분을 토할 데 정말 눈물 나더라~~,10,39,3,2017-03-26 11:49:00,0
44,루니(wltn****),재밌어요~ 지루하지않아요,10,38,3,2017-03-23 21:38:00,관람객
45,퀴닝(quee****),세 여자의 가슴 뜨거운 이야기 감명깊었다.,8,34,0,2017-03-25 19:02:00,관람객
46,레이디(slov****),캐서린이 받았을 차별과 억울함이 고스란히 마음으로 느껴졌다 영화내용면에서도 구성력 연출 진심 다 좋았다! 그나저나 보스가 간판부술때 완전 통쾌햇음!!',10,37,3,2017-03-27 22:57:00,관람객
47,봄날(qowo****),오늘 개봉하는 한국영화 두개와 고민하다 가.. 상영관도 많지 않고 곧 내릴 것 같은 불안함에 먼저 선택한 영화인데..정말  강추하는 영화예요..,10,38,4,2017-03-23 16:22:00,관람객
48,ㅎㅎㅎㅎ(tjsd****),유쾌통쾌한 멋진 여성들의 이야기!! 추천이요,8,38,5,2017-03-23 22:34:00,관람객
49,arashimoya(suna****),평론가들은 누구길래 이따위 평점을 줬지?,10,35,4,2017-03-25 01:56:00,0
50,하빈(jhav****),"시사회로 봤었는데 진지한 문제도 나름의 긍정적인 방식으로 유쾌하게 다뤄내고 연기,음악,연출 모두 좋았네요~ 추천할만한 영화.",9,31,2,2017-03-24 01:43:00,0
51,유인나연(ssss****),차별 없는 시선이 더 나은 세상을 만든다,7,29,2,2017-03-28 19:46:00,0
52,금비장비맘(cbm0****),'끝까지 물러날 생각없지?' 머릿속에 박힌 대사.. 오랜만에 볼만한 영화!,10,24,0,2017-03-26 20:50:00,0
53,끈끈이(yuuk****),"실화라 더 감동적이고 흑인3인방 배우들 너무 연기잘하시고 조연인 케빈코스터너의 카리스마,리더십은 정말 본받을만하네요.인종차별의 별천지인 나사에서의 일상과 천재흑인전산원의 역경과 고난을 지루하지않게 몰입할수있어 정말 ...",10,24,1,2017-03-24 00:46:00,0
54,오리대장(meet****),미녀와야수보다 훨씬 재미있었다.,9,25,2,2017-03-26 22:18:00,0
55,차달려(yoyb****),진짜 오랜만에 영화로 힐링한기분,10,25,2,2017-03-23 23:16:00,0
56,이코(leni****),명대사로 눈물을 흘리게 한 영화는 히든 피겨스가 처음이다.,10,25,2,2017-03-23 16:26:00,0
57,HWA(dera****),"재밌고, 훌륭한 영화입니다. 실화라서 더 감동적... 극장에서 다시 보고 싶은데 상영관 늘려주세요",10,25,3,2017-03-26 22:33:00,관람객
58,sycos(syco****),다름을 인정하고 우리를 받아들이다.,9,24,3,2017-03-25 01:53:00,관람객
59,hiph****,캬.. 대박...ㄷㄷㄷ,10,22,2,2017-03-23 08:46:00,0
60,inte****,주인공들도 대단하지만 실질적인 주인공은 부장님이다.  어느회사에 이런 리더가 있나..,8,18,2,2017-04-02 21:42:00,0
61,chan****,"보는내내 차별에 대해 너무 답답했지만 캐서린존슨, 메리잭슨, 도로시본의 당당한 모습에 너무 매료되고 중간중간웃음포인트도 있어서 좋았습니다",9,14,0,2017-03-25 23:26:00,관람객
62,GROUCHYKUMA(wild****),"어느 누구나 ""최초""가 될 수 있다!!!",10,14,0,2017-03-24 20:23:00,0
63,비비드(haug****),We all pee the same color!!,10,15,1,2017-03-26 20:53:00,관람객
64,미도리(xxxk****),진짜 너무 재미있음 제대로된 걸크러쉬 영화,10,15,1,2017-03-25 19:12:00,0
65,최보(huch****),영화 자체는 평이하나 소재가 너무 우수함,8,18,4,2017-03-26 10:43:00,관람객
66,쏘현(sook****),이게 영화지 또 보고싶다!,10,13,0,2017-03-23 23:39:00,0
67,삐까루(nice****),감동적이고 진짜 재미있어요 꼭 보세요 추천 합니다,10,14,1,2017-03-25 13:22:00,0
68,ㅎㅎㅈㅈ(hele****),보고나면 기분이 좋은 영화. 같은 여자로써 캐서린이 참 멋있다,10,16,3,2017-03-24 00:03:00,0
69,ACTOR(rnqh****),차별을 뚫고 날아간 우주선. 이미 마음은 달에 가 있다.,10,13,1,2017-03-25 18:39:00,0
70,잔트가르(wktm****),도로시 짱멋있어요 꼭 보세요,10,14,2,2017-03-26 19:49:00,관람객
71,bngb****,"감동적이다.차별받지 않고 평등할 권리가 저절로 생긴게 아님을 일깨워 주며, 우리 주변을 둘러보게 한다.",10,11,0,2017-03-25 19:54:00,관람객
72,꿈이있는 바다(vivi****),해리슨이라는 상사가 있었기에 가능했던것 같아요. 여자라고 흑인이라고 무시하지않는 너무 멋있는 사람이네요,10,9,0,2019-03-19 00:51:00,0
73,김현태(ht36****),진짜 평론가들 대가리 박살내고 싶다.이게 6점대 영화냐 ㅡㅡ도대체 뭐가재밌노 ? 궁금타,10,10,1,2017-03-27 23:02:00,0
74,별처럼반짝(ahnn****),오래간만에 영화관에서 훈훈한 감동을 느껴봄,8,10,1,2017-03-26 22:07:00,관람객
75,트로아(sang****),몇년만에 정말 감동영화엿네요  이러한 영화좀 더 마니 보앗으면 합니다 최고입니다,10,10,1,2017-03-26 21:46:00,0
76,라라랏따뚜이(star****),당당하고 멋진 여성들과 억압과 차별이 당연했던 시대 속에서도 그런 여성을 이해하고 지지해주는 멋진 남성들이 나온 영화. 변화하는 시대에 앞을 내다보고 나의 쓰임과 내 자리를 스스로 만들어가는 모습도 인상 깊었다.,10,10,1,2017-03-26 10:48:00,0
77,엘리사(mins****),오랜만에 영화다운 영화. 프리즌 상영관 독점은 반성해라.,10,11,2,2017-03-26 22:07:00,0
78,aver****,"단순히 평등을 이야기하는 영화가 아니다. 평등, 권리는 막무가내로 외치는 게 아닌 스스로의 능력을 증명하고 준비, 노력, 희생을 통해서 얻어내야 한다는 걸 영화 내내 이야기하고 있다. 캐서린의 딸들의 침대씬, 흑인 ...",8,8,0,2019-04-08 18:54:00,0
79,Lea(muly****),보는 내내 가슴 벅찼던 올해 최고의 영화! 그녀들의 도전과 당당한 모습에 박수를 보내며 차별없는 세상이 되기를ㅠ,10,8,0,2017-03-25 23:17:00,0
80,iutg****,실화를 바탕으로 했다는 것이 믿기지 않을 정도의 영화다. 대단하다. 아직까지 영화화되지 않은 것이 의아하다. 연출도 뛰어났다. 꼭 봤으면 하는 영홯ㅎ,10,9,1,2017-03-27 23:02:00,관람객
81,안선정1(cock****),기대안하고봤는데 너무 인생영화.. 진짜 너무너무너무 재밌게 봤어요 ㅠㅠㅠㅠ감동,10,9,1,2017-03-26 21:17:00,관람객
82,Hwn(mimi****),모든 차별은 철폐되어야 한다.,10,10,2,2017-03-26 10:42:00,관람객
83,스카루(lemo****),심각하거나 신파로 흐를 뻔한 소재를 경콰하고 유머러스하게 잘 풀어냈네요. 어머님도 너무 재밌게 봤다고 종일 이 영화 얘기 하시네요!! 모두에게 추천합니다!,9,10,2,2017-03-25 19:30:00,0
84,김나영(sane****),많이 보셨으면 좋겠어요! 올해들어서 본 영화 중에 가장 좋은 영화였네요 :),10,7,0,2017-03-25 19:12:00,0
85,카메린(g0d9****),짜릿하고 통쾌하고 유쾌하다,9,8,1,2017-03-26 22:40:00,0
86,에깅(111m****),너무재밋엇어요 강추합니다,10,8,1,2017-03-26 21:40:00,관람객
87,AppleBear(nelu****),"인종차별 영화를 보면 늘 가슴을 졸이게 되는데, 아카데미 후보에 오를 만큼 강한 인상을 남겨줍니다. 감독의 의도는 좀 편파적이지만 내용전달은 잘 했다고 봅니다.",10,8,1,2017-03-26 21:23:00,관람객
88,준호맘(jmga****),"영화다운 영화 보고왔네요. 여기저기 붙어있는""colored""표지에 정말 저정도였나 가슴이 아플 무렵, 해리슨 대장의 분노의 망치질로 뻥뚫렸습니다. 조용한 혁명을 보고왔네요. 숨은 영웅들이여 역주행 성공...",10,8,1,2017-03-26 18:59:00,0
89,김화(jiny****),하나도 지루하지 않게 시간 가는줄 모르고 보았습니다~강추~,10,8,1,2017-03-26 00:41:00,관람객
90,sjan****,태어나서 처음으로 10점 줘봅니다. 제대로된 영화는 제대로된 대접을!,10,8,1,2017-03-25 19:12:00,0
91,박권웅(park****),"피해의식을 가지지 않고, 남을 탓하지도 않는다. 또한 변명도 하지 않는다. 모든 걸 덤덤하게 살아내기에 진짜 좋은 영화!",9,8,1,2017-03-25 01:14:00,0
92,굿나이트(iros****),이런걸 안보면 안된다 이상한거 볼시간에 이걸보라,10,9,2,2017-03-27 22:38:00,0
93,지상(jinn****),보는 내내 유쾌하고 보고나면 좋은 생각들이 듬뿍 솟아나는 영화예요ㅠㅠㅠㅠ 계속 OST 노래 듣고 있음ㅋㅋㅋㅋ 인생영화 될 예감!!!!,10,9,2,2017-03-23 13:20:00,관람객
94,8823(shes****),안 빻은 영화의 모범으로 칭찬하고 싶습니다,10,10,3,2017-03-26 21:50:00,관람객
95,Leelu(her_****),스토리가 더 길었어도 좋았을듯. 그녀들을 담아내기엔 러닝타임이 짧다.,10,6,0,2020-03-19 06:07:00,0
96,꿍이아빠(leuk****),이런 영화라면 특수효과도 화려한 액션도 필요 없음. 인류애에대한 묵직한 힘이 끝까지 전해지는 훌륭한 영화,9,6,0,2020-01-29 11:12:00,0
97,wng(wngu****),흑백의 구분을 지우고 난뒤에야 무지개를 볼 수 있었다.,10,6,0,2020-01-28 22:04:00,0
98,다람이(wl80****),인생영화 봐버렸습니다.. 헬프 너무 감명깊게 봐서 혼자 집에서 봤는데 영화관에서 안본게 후회되네요..보면서 나도 모르게 눈물이..  아 너무 멋있어요,10,6,0,2019-09-07 02:51:00,0
99,이묘옹(amy5****),성차별과 인종차별을 뛰어넘는 그들의 눈물나는 웃음,9,6,0,2017-03-25 01:39:00,관람객
100,pjyk****,역사에서 자랑스런 first step으로 기록될 일은 시작이 어려울 뿐 그 다음은 쉽다. 어렵게 나아간 first step은 시간이 지남에 따라 거스를 수 없는 대세가 된다.,10,7,1,2017-04-18 14:47:00,관람객
101,arca****,차별을 하는 사람 대부분은 그게 악인지 모른다..  습관처럼 베여있는 대로 행동 할 뿐.. 당당하게 맞서서 변화시키는  주인공들에게 용기를 배운다.,10,7,1,2017-04-11 02:27:00,0
102,박생(zero****),오랜만에 감동적인 영화 본듯 ㅎㅎ,10,7,1,2017-03-26 22:27:00,0
103,미니언(insk****),열개도 모자르다 왜이렇게빨리막내리는건지 두번보고싶은데말이다.,10,7,1,2017-03-26 21:29:00,관람객
104,규민(sgm8****),실화라 덕욱 감동적입니다.! 상반기 최고의 영화가 될듯,10,7,1,2017-03-26 21:14:00,관람객
105,김소영(kims****),한 장면도 놓치지 않고 집중해서 봤어요 짱짱!!,10,7,1,2017-03-26 21:13:00,0
106,빡센볼터치(nico****),평점 높은것 알고 있었는데 재밋엇어요,10,7,1,2017-03-26 09:31:00,관람객
107,10je****,마음을 울리는 영화였어요,9,7,1,2017-03-26 09:17:00,관람객
108,미르쿠(sunz****),실화를 바탕으로해서 인지 가슴이 뭉클해지는 스토리가 너무 좋았습니다^-^ 상영관이 더 늘어서 좀더 많은분들이 감동받으셨으면 합니다~,10,7,1,2017-03-26 00:58:00,관람객
109,김태웅(dudw****),사람들의 편가르기는 정말 사소한 것에서 시작된다.,10,7,1,2017-03-25 23:34:00,0
110,ch82****,잔잔한 감동과 함께 그녀들의 상황을 멋진 음악으로 같이 표현해 즐겁게  관람 할수있어요,8,8,2,2017-03-26 09:14:00,관람객
111,라일락(psal****),영화가 끝난 후에도 여운이 남는 흥과 감동이 다시 보고 싶게하는 매력있는 영화!!,10,8,2,2017-03-23 13:16:00,관람객
112,진영(song****),보통 인종차별을 다룬 영화는 무겁거나 교훈을 주려는 의도가 너무 다분해서 보기 꺼려졌는데 이 영화는 이슈를 가볍고 유쾌하게 다루면서도 깔끔해서 보기 넘 편했다. 정말 깔끔한 영화!,10,5,0,2020-05-02 18:27:00,0
113,티앙팡(burb****),채널 돌리다 봤는데 감동의 도가니탕,10,5,0,2020-01-28 21:34:00,0
114,랄라(wony****),이건 정말이지 지구상에 모든 사람들이 다 봤으면 합니다. 저멀리 다른 행성의 외계인들까지도,10,5,0,2019-10-01 03:56:00,0
115,Ssiniiiii(kimy****),"이런 영화가 있는 줄 처음 알았다, 어떻게 유튜브 통해서 알 게 되는 거냐?",10,5,0,2019-09-30 16:42:00,0
116,ㅇㅇ쟁이(true****),"재밌게 잘봤습니다.  다만 착각하지 말아야될건 이들이 인종차별, 성차별을 극복했던 방법은 때를 쓰거나, 감정에 호소하는게 아니었음.  더 나은 실력과 노력임.",10,5,0,2019-09-01 10:49:00,0
117,탕추어탕(hero****),무심코 던지는 그러려니 하세요. 라는 말이 이렇게 치명적이게 느껴질 수가 없었다...우리도 누군가에 편견을 가하고 편견을 당하고 있다남녀 나이 직업 출신을 뛰어넘는 진정 평등한 세상이 오길 바란다,10,5,0,2019-08-06 14:14:00,0
118,모기(juna****),"""자유란 건 그냥 오지 않아.""흑인 여성 3명이 차별에 맞서  노력하고  용기를 내던 것이 가장 인상 깊었다..",9,5,0,2019-06-20 21:46:00,0
119,윌헌팅(woo0****),재개봉하자 이한마디로 영화가 설명된다,9,5,0,2019-04-08 19:06:00,0
120,wate****,결말을 알아도 과정이 즐거운 영화였습니다.,8,5,0,2017-10-16 17:59:00,관람객
121,정승숙(gene****),"음악 대사 미술 뭐 하나 빠지지 않는,딸들과 꼭 봐야 할 영화",9,5,0,2017-10-06 23:58:00,관람객
122,마르코(seew****),"역사적 사건의 이면에서 고군분투했던 사람들의 이야기는  언제든 좋은 소재인 것은 분명한 듯. 특히나 그 고군분투했던 사람들이 주류가 아닌 비주류의 사람이라면, 그건 더더욱 영화적일 거 같다.",9,5,0,2017-10-05 19:39:00,관람객
123,북극이끼(yjhj****),좋은영화다 이런영화굿,8,5,0,2017-08-28 09:11:00,관람객
124,풀뜯는염소(suns****),감동도 있고 웃음도 있고..힘들었던 때에 제게 필요한 영화였어요정말 잘 봤습니다^^,10,5,0,2017-03-26 01:53:00,관람객
125,곰돌(yw05****),사무직만 여성할당제 주장하는 누구들과는 완전 다른 사람들의 이야기,10,6,1,2020-03-27 14:04:00,0
126,민(nave****),이런게 올바른 여성인권을 위한 영화지,9,6,1,2017-09-27 04:30:00,관람객
127,셩이(syki****),"인종차별, 성 차별에 대해 잘 풀어낸 영화인 것 같습니다. 이러한 차별을 극복하기위해 자신의 능력을 키워나가려 노력하는 주인공들을 보며 제 자신을 돌아볼 수 있었습니다. 상영관이 부족해서 이러한 명작을 사람들이 많이...",10,6,1,2017-08-21 16:02:00,관람객
128,니야옹(xodu****),한국영화보다 잼있다 좋아요,9,6,1,2017-03-31 00:32:00,관람객
129,Nathanael(aha0****),집가서 수학하고 싶다는 생각이 강하게 들었다,8,6,1,2017-03-26 19:47:00,0
130,VINNIE(vinn****),왜 이제까지 몰랐나 싶을 정도로 대단하고 멋진 분들입니다!,10,6,1,2017-03-25 19:00:00,0
131,Dark Knight(jjw1****),더헬프를 잊는 명작입니다. 그리고 멋진 리더의 모습도 보았습니다.,10,6,1,2017-03-25 00:50:00,0
132,붕부루붕(gti9****),지금 스크린 독점하고 있는 뻔한 영화보다 훨씬 좋은 영화였다,9,6,1,2017-03-24 21:41:00,0
133,콩비지(cong****),유쾌 상쾌 감동 희망 그리고 미래!!,10,6,1,2017-03-24 00:28:00,0
134,유벤투스(asto****),인종 차별을 가장 효과적으로 설득하는 실화의 힘재미와 감동을 함께 느낄수 있는 수작,7,6,1,2017-03-23 23:02:00,0
135,driz****,진짜 상영관 좀 늘려주세요!!! 감동적입니다 최고,10,6,1,2017-03-23 22:48:00,0
136,설악산(shin****),"1960 년대. 미.소 냉전이 최고조로 달했던 시절에 , 흑인이라는 인종차별과  여성이라는 차별과  편견을 딛고 , 미국  우주탐사에  절대적인 공헌을  한 세 여성들의 이야기.",10,7,2,2017-03-24 14:02:00,0
137,맑은하늘(anmh****),캐빈 코스트너 유색인 화장실 펜말 때려 부술때 통쾌해서 박수.  인종차별받는 사람들 얼마나 힘들었을까? 인간은 평등한데 나사에서까지~ㅠㅠ,10,4,0,2020-04-24 13:45:00,0
138,npa8****,터미네이터 시리즈 전체를 보는것 보다 이 영화 한편을 보는게 더 소중하다.,10,4,0,2019-11-02 09:25:00,0
139,Zeey(eunb****),감동의 연속 ㅠㅠ....,10,4,0,2019-09-20 17:26:00,0
140,지용(wldy****),"극장에서 못봤던 것이 아쉬울 만큼, 변화는 작은 움직에서 부터 시작 된다는 것을, 많은 이야기를 담고 있는 영화입니다!",10,4,0,2019-09-16 12:14:00,0
141,초코파이(ucan****),이렇게 잔잔하게 사람을 감동 시키는 영화는 첨이네요. 거기다 차별과 편견 그리고 구 시대의 관습을 타파하는 모습이 정말 통쾌했습니다. 좋은 것을 지키는 것도 좋지만 합리와 효율을 떠난 보수는 좋지 않다고 봐요.,10,4,0,2019-08-21 18:12:00,0
142,원빈(jira****),"와~ OOㄷㄷ. 진짜 역대급 띵작을 봤당!진짜 이런영화 있는지도 몰랐고, 개봉한지도, 홍보도 못봤었다..제발 이런 개띵작이 상영관에좀 많이 걸려라. 10점만점에 9억8천7만6천5백4십3점짜리다.  이런걸 진짜 영화라...",10,4,0,2019-08-20 06:26:00,0
143,신검무적 진산월(bajj****),"인종차별을 이야기하며 이토록 담백하고, 지적인 영화는 없었다. 논컬러 틈바구니에서 악전고투하는 3명의 여인네들의 성공담이 달콤하게 다가온다. 더구나 우주개발에 대한 실화라니 이보다 더 좋을순 없다.",10,4,0,2019-08-17 11:30:00,0
144,세실(imsk****),저 시대에 여자로서 흑인으로서 한계를 깨부순 이들에게 경의를....우주로 끝없이 전진한 이들에게도 경의를....나는 이번 생에 우주여행을 할 수 있을까...,10,4,0,2019-08-15 20:28:00,0
145,박준상(love****),"그녀들은 환경에 굴하지 않고, 언제나 당당하고 떳떳했으며, 타인을 위해 모두를 위한 선택을 하였다. 영화의 모든 과정이 마지막 장면에서 모두 해소됐다. 현실은 더 어렵고 힘들었으리라... 그녀들의 아름답고 멋진 행보...",10,4,0,2019-08-13 13:56:00,0
146,정수영(sooy****),캐서린 존슨 울분 터지는 씬 완전 사이다,10,4,0,2019-07-05 14:07:00,0
147,제이(soc0****),"너희들은 이렇게로 느끼도록 해, 난 저렇게 느낄테니까. '독보적이다'라는 단어가 참 잘 어울린다. 기존으로부터 벗어나고자 했던 노력이 눈에 잘 보인다.",7,4,0,2019-05-20 23:07:00,0
148,soon****,관객수 44만 실화임? 상영관 수에 따라 흥행이 결정된다는 얘기가 이제 공감되네... 최고의 영화! 아직 안 본 사람에게 꼭 추천해야겠다!,10,4,0,2019-04-18 00:41:00,0
149,rive****,내 주변의 사람을 차별하고 있지는 않은지를 생각하게 만든 영화.,10,4,0,2017-04-08 00:29:00,관람객
150,박소연(soye****),최고에요! 캐서린의 울분이 터지는 장면에서는 저도 덩달아 울컥해집니다,10,5,1,2019-09-05 11:15:00,0
151,포대화상미륵존여래불(baks****),산드라 블록이 레스토랑88개나 소유한 갑부 션 투오이 아내 리앤 투오이 여사로 나오는 블라인드 사이드 만큼이나 마음에 쏙드는 영화.흑인 수학천재인 여성이 인종차별 철페에 앞장섰는데도 초창기 미국페미녀들은 흑인차별에 ...,10,5,1,2019-03-19 00:31:00,0
