,nickname,text,score,like,dislike,time,watch_movie
0,redb****,폭설내리는밤 경찰이 두번째로 주인공이 몰고가는 차를 세웠을때 우린 경찰의 대사나 행동을 예측했을 것이다. 하지만 그 예측 자체가 영화보는내내 우리에게 생긴 편견임을 알고 뒤통수를 맞은 느낌이었다!,10,3462,116,2019-01-11 20:01:00,0
1,매직아워(eilo****),"우리가 말모이와 스윙키즈처럼 중요한 역사적 소재에 빚지고도 허구의 신파 한가득 버무려놓아 눈물 쥐어짠 걸 의미있는 영화라 자아도취해 있을 동안, 헐리우드는 실화 소재로 이런 '작품'을 배출하는 경지에 ...",10,1957,248,2019-01-13 13:35:00,0
2,rgh1****,"하.. 이런 영화가 상영관수, 상영시간을 많이 늘려야 되는데.. 진짜 예고편만 화려한 거품영화만 너무 독차지 하고있으니..아쉽",10,1729,38,2019-01-10 02:28:00,0
3,유네(khw0****),보고나면 KFC 치킨이 존나 떙기는 영화임..,10,1516,94,2019-01-09 15:29:00,0
4,dora****,빗속 셜리의 대사는 소름이 끼쳤다,10,1355,31,2019-01-13 11:42:00,0
5,새하얀저금통(nxj0****),정말 많은 여운이 남은 영화네요. 꼭 봐야 할  영화입니다,10,1292,41,2019-01-09 11:06:00,0
6,닮은살걀(yubi****),비고 모텐슨 형님 반지의 제왕에서 꽃미남 왕으로 열연하던게 엊그제 같은데 중년 마초역도 멋있잖아..,10,1024,21,2019-01-09 14:51:00,0
7,still(iamm****),"2019년 아카데미 작품상은 그린 북, 남우조연상은 마허샬라 알리!",10,953,30,2019-01-09 14:13:00,0
8,재희(gjwo****),경찰관에게 메리크리스마스 하는 장면..너무 조하 따뜻해..,10,900,10,2019-01-10 03:10:00,0
9,골디락스(spri****),고상함 뒤에 숨겨진 추악함이란.토니의 변화는 놀랍고 셜리의 용기는 존경스럽다.금년 첫 영환데 시작이 좋네요,8,890,24,2019-01-09 11:24:00,0
10,크리에이션(perf****),'우정' 과 '인종 차별' 모두를 아우르는 뛰어난 소재에 뒷받침하는 두 배우들의 뛰어난 '심리적 변화' 에 대한 연기의 디테일. 그리고 덤으로 '음악' 까지....,10,783,10,2019-01-09 18:14:00,0
11,Polo3036(alic****),재미있고 유머러스한 영화. 관람 후에 마음에 뭔가 좋은게 생기는 기분,10,731,9,2019-01-09 15:22:00,0
12,코주부육포(ffsa****),마지막 부분에 경찰관을 의심했던 나마저도 편견을 가지고 있었다..나부터 편견을 버려야 한다는 사실을 깨닫게되었다,10,688,10,2019-01-11 17:47:00,0
13,남기혁(carp****),"백인이지만 흑인의 삶을 살고 있는 토니,  흑인이지만 백인의 삶 처럼 살고 있는 셜리. 마침내 서로의 결핍을 충족하고 인종을 떠난 그들의 우정은 앙상한 가지만이 남은 혹한의 1월 우리의 가슴에 자그마한 모닥불을 놓아...",10,704,73,2019-01-13 12:30:00,관람객
14,hsgg****,입소문 타서 몇백만 관객 들어도 이상하지 않을 영화에요 보기 전엔 뻔해 보여도 실제는 전혀 그렇지 않습니다. 두 배우 연기와 음악 유머로 그냥 빨려들어갑니다. 꼭 보세요 벌써부터 수상내역이 화려한게 아카데미도 기대해...,10,568,7,2019-01-10 15:04:00,0
15,ekdn****,셜리의 슬픈눈이 계속 생각난다 ㅜㅜ,10,541,8,2019-01-11 15:24:00,0
16,ANNE(bfw1****),품격은 우아하지만 너무 차갑고 딱딱할 수 있다. 인간미는 편안하지만 후덥지근한 느슨함이 있다. 품격과 인간미를 서로 주고 받으며 성장하는 어른들을 위한 동화같은 영화. 잔잔하고 따뜻하다.,10,531,6,2019-01-11 11:20:00,0
17,꼬꼬초이(ksch****),정말 최고네요 꼭 보세요,10,421,8,2019-01-09 10:48:00,0
18,다마다마(brow****),"엉망진창인 한국 영화 만드는 사람들이 꼭 봤음 좋겠다. 사람 이야기는 이렇게 만들었음 좋겠다. 물론 이 영화의 플롯엔 허점이 많다. 그럼에도, 그것을 메우는 건 결국 사람에 대한 관심을 어떻게 녹여낼지에 대한 고민에...",10,418,19,2019-01-13 01:11:00,관람객
19,권수경(ksoo****),가슴찡하게 울리는  뭔가가 다가옵니다,10,375,5,2019-01-09 14:19:00,관람객
20,정찬영(jcy3****),"토니의 재치있는 말과 행동이 자칫 무거운 주제를 웃으면서 보게되고, 크리스마스에 나왔으면 좋았을 영화가 지금에서야 나와서 개봉한게 아쉬울따르",10,326,5,2019-01-09 18:10:00,0
21,에프(pale****),디테일이 좋고 음악도 흥겹다. 예측가능해도 거르지 말아야 할 영화,9,313,2,2019-01-09 12:32:00,0
22,gracejung(grac****),"최근 몇년동안 본 영화 중 최고의 수작,. 음악, 연기,메시지, 성장 스토리를 중심으로 dignity(품위) 만이 이길수 있다는 마허샬라 알리의 연기가 돋보이는 영화.. 2019년 새해 필수 관람 영화입니다. 또 보...",10,311,6,2019-01-11 09:47:00,0
23,양파(uiin****),"두번째로 등장시킨 경찰씬은 영리하고, 이미 선입견으로 전염된 관객을 관통한다",9,308,5,2019-01-16 18:48:00,0
24,고미(snow****),삶이 지치고 용기가 필요할 때 그린북을 펼쳐보세요.,8,307,14,2019-01-09 09:44:00,0
25,Ssoy(eouo****),런타임이 두시간 더 길어도 될것 같은 영화. 두 캐릭터의 캐미가 너무 좋아서 끝났는데 아쉽다. 더 보고싶다. 잔잔하지만 위트있고 기분좋은 영화. 억지로 웃기거나 억지로 뭔가를 하지않아서 좋았다.,10,278,4,2019-01-11 00:22:00,관람객
26,with****,진짜 너무 재밌다  이런영화가 필요해 이게 영화지,10,275,5,2019-01-09 14:20:00,0
27,김상열(yori****),돈 셜리가 흑인 주점 '오렌지 버드'에서 낡은 건반을 앞에 두고 클래식인 쇼팽을 연주할 때 정말 짜릿한  기분이었습니다. 다시 보고 싶네요.,10,258,4,2019-01-15 15:28:00,0
28,내맘속에그댄(tjre****),"35년 인생 첫 댓글 단다. 여자친구가 시사회 가자고 하여 봤는데.그냥 2019년 최고의 영화일듯 하다. 전세계 적으로 많이 봤으면 한다. 많이 느꼈으면 하고, 누구나 사람은 소중하다. 그 것뿐이다.",10,249,2,2019-01-14 10:35:00,0
29,하늘땅평화(ifor****),"누군 피부색 하나 때문에 상상못할 차별을 받는데, 우린 남과 작은 차이 하나만 있다면 편을 갈라 차별하며 욕을 한다.  정말 반성 할 부분이다.  창피하다.",10,245,3,2019-01-13 20:36:00,0
30,까뮈(74st****),비고 모텐슨 연기가 참 좋았다~,9,224,7,2019-01-09 13:08:00,관람객
31,jihye(jjih****),퇴근 후 영화보고 나왔더니 올 겨울 처음으로 겨울이 따뜻하게 느껴졌어요,10,182,3,2019-01-09 22:25:00,0
32,진진이(hyej****),셜리가 쇼팽의 에튀드를 쳤을때의 짜릿함..,10,173,2,2019-01-13 22:12:00,0
33,spad****,그린북 없는 세상을 위하여,8,162,4,2019-01-09 16:14:00,0
34,지오(adag****),무식한 백인과 교양있는 흑인 의 처한 현실-전혀 웃기는 영화 아님,10,161,4,2019-01-09 19:53:00,0
35,안뎡(namo****),여태까지 많은 흑인 소재의 영화가 나왔지만 이 영화의 주인공같은 인물은 없었다. 인종주의가 심했던 사회에서 사회고위층의 흑인이 느끼는 딜레마에 대해 굉장히 흥미롭게 그려냈고 자칫하면 지루할수 있는 소재를 알맞은 호흡...,10,155,3,2019-01-13 20:45:00,0
36,dari****,"가슴 따뜻해지는 영화, 끝나고도 기분좋은 여운이 길게 남게되는 영화였어요. 많은분들 꼭 보셔서 새해 첫 영화 스타트 잘 끊으시길 바래요^^",10,152,2,2019-01-09 12:12:00,0
37,NollM(kkom****),영화 보던 도중 첫인상 때문에 토니는 절대로 호감으로 변할 수 없을 거라고 믿었는데... 어떻게 이리 캐릭터가 매력 넘칠까요 ㅋㅋㅠㅠ둘이 캐미가 너무 좋았어요! 영화 진짜 재미있게 봤습니다,10,144,2,2019-01-11 22:27:00,0
38,Coolhanguy(fjqm****),이게 영화지. 이게 예술이고. 이게 우리의 삶이지... 한국영화 반성합시다.,10,136,3,2019-01-15 00:53:00,0
39,아쇼카Ashoka(kkje****),얼마만에 이런 보석 같은 영화를 보는건지. (마허샬라 알리 배우가 너무나도 멋져 눈도 마음도 더욱 즐거웠던 영화!),10,122,0,2019-01-11 00:38:00,관람객
40,hyun****,최고의 영화. 의미가있는영화,10,120,5,2019-01-09 12:07:00,0
41,dyna****,아라곤 형 이런 연기도 가능했었어???,8,113,3,2019-01-11 23:18:00,관람객
42,송토리꿀밤(slam****),인생영화 하나 나왔네요!! 강추합니당,10,101,2,2019-01-09 18:52:00,0
43,천산흑협(alst****),마지막 경관 너무 멋있어.. 메리크리스마스 젠틀맨~,10,97,0,2019-01-18 03:23:00,0
44,사학도(smk3****),"정말 오랜만에 평점을 주고 싶어서 일부러 로그인했네요, 2시간 동안 아름답고 따뜻한 동화 속에 들어가 있다 나온 기분이에요 작년 크리스마스때 개봉했으면 더 좋았을텐데 아쉬워요. 두 사람을 모두 성장시키는 우정이 너무...",10,94,1,2019-01-10 22:29:00,0
45,qjar****,첼로켜시는분 박원순시장님 닮음,10,107,19,2019-01-18 01:25:00,0
46,LINE(zlin****),이런 영화는 입소문 내야해요. 관이 이렇게 없어서야... 너무 늦은 시간이라 2시간반 졸며보나했더니 보다보니 어느새 작별타임이더라고요. 유색인차별을 너무 무겁지도않게 가볍지도 않게 다뤘네요.  눈과 귀가 즐거우며 가...,10,86,0,2019-01-10 09:42:00,0
47,칸(dnek****),최고.. 정말최고.. 그냥보세요 언터처블1%우정에 버금가는 감동.. 아.. 또보고싶다. 흑인바에서 연주하던 돈의 피아노연기는 정말최고,10,85,0,2019-01-11 13:05:00,0
48,찌비카레시(oitb****),영화가  끝나질않길  바라면서 본영화,10,84,1,2019-01-15 16:43:00,0
49,간지남(11dn****),웰메이드(well-made)란 이런 것.,10,81,0,2019-01-15 16:47:00,0
50,마이티(lsbl****),0순위로 추천하고픈 영화네요. 보헤미안렙소디 천만을 띄우려하지말고 이 영화 상영관 좀 늘렸으면 싶네요. 입소문을 타고서라도 흥행하길..재미와 감동... 이어 흥행에도 성공하기를..,10,76,0,2019-01-11 22:17:00,0
51,가보트(elxm****),특정영화관에선 만족하지못하면 환불하는이벤트까지하는데 환불하는사람 없을거같다.멋진영화,9,71,1,2019-01-10 11:02:00,0
52,yhk(nnyh****),처음으로 감상평을 쓰고싶다는 생각이 든 영화.작품 속에서 말하길 백인답지 않은 생활의 백인과 흑인답지 않은 흑인 두 명의 상황을 깊으면서 재치있게 보여줘 가슴이 먹먹해지며 따뜻하다. 교훈을 주려 안달난 것이 아니라 ...,10,67,0,2019-01-14 15:26:00,0
53,백아무개(mar2****),이쪽인지 저쪽인지 구분과 차별이 없어지는 영화.그벽을 허무는 치느님의 힘을 느꼈습니다.,9,62,0,2019-01-15 09:06:00,0
54,그니(szil****),상영을 너무안해요 이렇게좋은영화를;;; 다른거좀 내리고 상영늘려줘요 또보게,10,56,1,2019-01-16 20:35:00,0
55,mhk6****,감동적입니다~강추합니다..,10,54,0,2019-01-09 20:12:00,관람객
56,히카루(hika****),재밌습니다. 많은 생각을 할 수 있어 더 좋습니다.,10,54,1,2019-01-09 13:50:00,0
57,해오름(ysy0****),그렇게까지 차별대우를 받는지 몰랐다.좋은 영화였다. 그린북을 만든 최초의 사람에게 경의를 보낸다.,10,55,3,2019-01-17 17:32:00,관람객
58,qmff****,증오로 가득찬 현재 사람들에게 필요한 영화,9,50,0,2019-01-11 11:03:00,0
59,박슬지(ilov****),"스토리도 탄탄하고 감동적이며, 지극히 현실적이어서 더 잘 봤어요. 잔잔한듯 너무재밌고  또 가볍지는 않는 묵직한 영화.  또 보고싶네요.영화 보면서 울컥울컥..",10,49,2,2019-01-09 16:55:00,0
60,낭만오크(fish****),이렇게 스토리를 풀어가는 방법 좀 배웠으면... 한국 영화가 본받았으면 하는 좋은 교본같은 영화. 정말 끝나고나면 좋은게 생긴 것 같습니다.,10,45,0,2019-01-21 22:06:00,0
61,ㅈ남(ljn0****),강남 cgv에서 9:15 영화 조조로 조지고 오는 길인데 꼭 보세요,10,51,8,2019-01-09 12:02:00,0
62,kiki****,시사회로 봤는데 강추합니다!!!많은분들이 보시길ㅋㅋ,10,41,0,2019-01-09 10:30:00,0
63,우주(kimy****),인종차별 당하는 사람의 기분은??백인도 똑같은 백인이 아닌가? 이태리사람도 차별을?역지사지 ???  참 좋은 4사성어입니다!,8,44,3,2019-01-09 12:29:00,0
64,joob****,"Dignity가 무엇인지, 그걸 가진다는것이 왜 필요하고 중요한지 알려주는 영화",9,38,0,2019-01-17 20:51:00,0
65,hell****,최고예요! 꼭 보세요 지금상영하는 영화중 제일 볼만합니다.,10,38,0,2019-01-13 21:23:00,관람객
66,인절미(ange****),"요즘 너무 자극적인 영화가 많아, 편안하고 훈훈한 영화를 보고 싶어서 예매를 하여 봤는데, 많은 것을 꺠닫게 해주고 영화에서 인종간의 차별과 편견 뿐만 아니라 사회에서 나타는 다양한 형태의 편견과 낙인 등에 대해 생...",10,35,0,2019-01-15 16:04:00,0
67,Elios(elio****),따뜻하고 슬프고 잔잔하게 웃기고 최고였다.억지 눈물도 없고. 아라곤 아저씨 최고,10,35,0,2019-01-10 01:48:00,0
68,아무끼나(luv1****),켄터키 후라이드 치킨..을 너무 맛있게 먹더라..ㅎㅎ,10,33,0,2019-01-13 20:45:00,0
69,한심이(gran****),배우들의 연기력이 왜 중요한지 보여주는 영화. 자극적 소재나 컴퓨터 그래픽으로 범벅된 영화에 질렸다면 꼭 보셈. 인간적인 냄새와 배경 음악들이 너무 좋음.,9,33,0,2019-01-13 19:31:00,0
70,davidji(sorr****),최근에 본 영화 중 최고다. 난 이런 영화가 좋더라. 특히 둘의 우정은 빛났다.,10,33,0,2019-01-10 23:42:00,0
71,와따시(read****),최고의 영화였어요.실제이야기를 바탕으로 만들어졌다니 더 멋집니다. 배우들의 연기도 음악도 연출도 아름다웠어요. 한번 더 볼생각이에요.,10,34,1,2019-01-13 18:03:00,관람객
72,오모리찌개(kkon****),"베댓에 ""2019년 아카데미 작품상은 그린 북, 남우조연상은 마허샬라 알리!"" 라고 쓴분 뭐지..? 1월 9일날 남긴 글이던데.. 돗자리 까셔야할듯..ㄷㄷㄷ 아카데미 오늘 했는데 댓글보고 개놀랐네..",10,35,2,2019-02-25 17:02:00,0
73,똥싸고닦자(v12k****),말모이보다 훨씬 났습니다. 이거 보세요 제발.,10,37,7,2019-01-13 11:17:00,0
74,황건우(hgmh****),심야로 보는데 치킨 시킬 뻔 했다.,10,29,0,2019-01-12 00:53:00,관람객
75,테디(tedb****),진짜 힐링영화란 이런것,10,28,0,2019-01-10 03:03:00,0
76,lhl1****,왜 일위가아닌지모르겠네요,10,26,0,2019-01-13 01:19:00,0
77,아화(rlav****),하아....너무좋다 다른말필요없음 한가지아쉬운건 크리스마스에봤음더좋았을걸,10,27,1,2019-01-18 21:40:00,0
78,tlsco00(tlsc****),보헤미안 랩소디 못지않은감동스런 영화였습니다,10,27,1,2019-01-13 20:11:00,0
79,빅보스(poli****),"말모이, 스윙키즈 같이 뻔한 신파 억지감동 영화보다 백만배 낫다. 보고나면 정말 여운이 많이 남는 영화...",10,24,0,2019-01-20 14:03:00,0
80,크리스크리스(baby****),주인공 돈 셜리.넘 멋지고 기품있어요.피아노 연주&음악 모두 좋아요.어디에도 속하지 못한 돈 셜리의 외로움...보랩을 잇는 감동 실화&음악영화.중간중간에 웃음포인트도 있어서 기분좋게 봤어요.강추!!!,10,24,0,2019-01-10 23:22:00,0
81,euju****,다루고 있는 내용때문에 혹시나 지루하지않을까 걱정했는데 두 주인공의 연기와 케미가 빛나는 잘 만들어진 영화네요 ㅎㅎ 잔잔한 웃음코드도 있어서 정말 재미있게 봤습니다 여운도 있고 ㅎㅎ,10,25,1,2019-01-09 19:19:00,0
82,이예원(qqq3****),영화관에서 봤습니다. 오랜만에 돈이 아깝지 않은 영화 봤어요. 소장하고 편견 선입견이 생길때 타인을 이해하고 싶은때 보고싶어요,10,23,0,2019-01-11 22:15:00,0
83,AA(ella****),"두 남자의 연기, 밀도 있는 스토리, 올드팝과 재즈, 중간중간 위트까지.. 크리스마스때 봤음 더 좋을 영화! 최고임다!",10,22,0,2019-01-14 18:39:00,0
84,성 게(chlw****),시대의 부끄러움을 연주하는 가장 아름다운 방식,10,22,0,2019-01-10 22:43:00,0
85,th39****,정말 꼭 보세요~이런 영화가 순위에서는 밀려난다는게 안타깝습니다~강추!!!!,10,21,0,2019-01-14 14:00:00,0
86,windleaf(ch69****),이게 영화다. 역사가지고 신파극 눈물질질빼는 클리셰 떡칠이 영화가 아니라 이게 영화다,9,20,0,2019-01-20 17:33:00,0
87,구름사랑(clou****),"햐~ 상영관 찾기 힘들다... 극장 스크린은 유치한것으로 채워있고, 이런 작품은 상영관 찾기 힘들고... 선택의 폭을 더 넓혀줬음 하네요~ ㅠ",10,19,0,2019-02-03 16:50:00,0
88,sincera(blue****),"2019년 아카데미 작품상과 남우주연상이 부디 이 작품에 가길 바랍니다. 연출, 시나리오, 배우들의 연기 모두 매우 훌륭한 수작이었습니다.",10,19,0,2019-01-20 22:41:00,0
89,박상우(psw9****),꼭봐야된다 스크린독점하는쓰레기영화는 치우고 이거나 많이올려라..,10,19,0,2019-01-20 22:29:00,0
90,favorite(dand****),정말 재밌게 봤습니다.  이 영화 개봉관을 늘려주어야 할 것 같습니다. 스토리가 너무 좋고 처음부터 마지막까지 서서히 감동이 밀려옵니다. 최고의 영화였습니다! 보다 많은 분들이 볼 수 있도록 해주세요.,10,19,0,2019-01-19 00:22:00,0
91,깜찍이(chan****),이런 영화를 볼 수 있어서 감사합니다.,10,19,0,2019-01-11 04:50:00,0
92,애벌레(wlse****),이 작품은 올해 Top5 안에 든다 정말 너무 좋은 작품,10,19,0,2019-01-11 02:51:00,0
93,jmsh****,이런게 영화다!!! 그외 무슨 말이 필요할까..,10,19,0,2019-01-10 14:38:00,0
94,clair(lees****),2019년 최고의 영화를 벌써 본 것 같습니다.,10,20,1,2019-01-15 21:52:00,0
95,김조수아(0120****),서로에 대한 편견을 깨고 신뢰를 주게 하는 따뜻한 영화. 또한 중간중간 나오는 능청스러우며 유머러스한 장면들과 인상깊은 명대사들. 이런 영화야말로 국내 상영관 수를 더욱 늘려야 한다고 생각한다.,10,20,1,2019-01-14 23:07:00,0
96,gunners(seon****),지루할수있는소재인데 시간가는줄모르고 봤네요상영관이많이없는게아쉬울뿐... 강력추천합니다,10,21,2,2019-01-14 23:11:00,0
97,Amy(yoon****),정말 간만에 영화다운 영화를 봤습니다. 보는 것만으로도 이렇게 행복해지고 문화생활을 정말 제대로 했다는 느낌이 드는...것도 참 오랜만이네요.,10,18,0,2019-01-14 10:40:00,0
98,cjs2****,이게 말모이보다 훨씬 훌륭한 영화다. 상영관 적어서 아쉬울따름. 오랜만에 영화다운 여운을 느꼈다,10,18,0,2019-01-12 22:26:00,0
99,장현수(awd1****),베댓이 현실로 됬네요ㅋㅋㅋ,10,19,1,2019-02-25 13:15:00,0
100,ryu7****,이런 영화는 지속적으로 들어와주면 좋겠습니다.대중성에서 빗나가 있지만 그린북은 제게 깊은 생각을 허락한 영화입니다.감사합니다.,9,17,0,2019-01-27 01:41:00,관람객
101,하마(fncp****),"신림에 사는데 현재 날짜로 신림에서 상영하는 시간대 낮 12시 1개, 말모이 19개...",10,17,0,2019-01-10 22:24:00,0
102,이인우(wedd****),영화에 웃음과감동을 조화롭게 만들엇습니다,10,17,0,2019-01-09 17:49:00,관람객
103,뿌닭(dbgh****),"말모이,내안의그놈 같은 쓰레기보지말고 이거보세요 두번보세요",10,18,1,2019-01-14 10:43:00,0
104,MEME(mj79****),모텐슨형 당신이란 배우는 정말...,10,18,1,2019-01-09 14:52:00,0
105,귀염죵(asdf****),여운이 깊은 영화다. 그 당시 흑인들의 삶에 대해 조금이나마 생각해 보게 되었다. 토니가 조금씩 변해가는 과정과 둘이 교감하는 장면 다 좋았다. 꼭 다시보고 싶은 영화.,10,16,0,2019-01-19 00:01:00,0
106,읔(smil****),다름은 잘못도 아니고 틀린것도 아닌데 편견이 얼마나 슬픈지 느끼게 되네요,10,16,0,2019-01-18 18:25:00,관람객
107,션셩(swso****),실화를 바탕으로 한 영화를 워낙 좋아하는데 역시나 실망시키지 않네요. 또 한번 보러갈 생각이예요!,10,16,0,2019-01-17 00:01:00,관람객
108,laot****,정말 재밌습니다 지루할 틈이 없었구요 아카데미 괜히 오른게 아니군요 웃긴 장면도 많았구요 강추입니다!!!,10,16,0,2019-01-15 19:51:00,관람객
109,니나니뇨(cris****),힐링시켜주는 영화였습니다 상영관 늘려주세요,10,16,0,2019-01-11 11:21:00,0
110,황선생(scot****),진짜 너무 아름다운 인생작 진짜 수작입니다,10,16,0,2019-01-11 04:12:00,0
111,zitten(jhba****),그 당시 차별받던 흑인들이 그 어떤 몸부림으로도  자유를 쟁취할 수 없던 상황에서 오히려 평온하게 품위를 지키는 모습을 통해서 흑인을 무시하고 억압하던 백인들이 스스로의 모순을 깨닫고 잘못을 알게되는것이 아닐까 하는...,10,17,1,2019-01-19 02:02:00,관람객
112,rimmm(hyrr****),"보고나면 기분이 절로 좋아지는 영화예요. 영상미 음악 대사 무엇하나 빠지는 게 없지만, 그 무엇보다 배우들의 연기가 이 영화를 살렸어요. 특히 마허샬라알리의 연기는.. 정말 문라이트에서 보던 그 모습이 1%도 없는,...",10,17,1,2019-01-14 10:36:00,0
113,Dan(lond****),"시나리오, 각본, 연출, 촬영, 음악, 연기 뭐하나 부족한게 없는 10점 만점에 10점 영화에요 재미와 감동 두마리 토끼를 잡기 쉽지 않은데 정말 10점이 아깝지 않은 올해 최고의 영화입니다. 예상컨데 아카데미 작품...",10,17,1,2019-01-13 22:40:00,0
114,그레이스(usuh****),잔잔한 다큐처럼 보다가 마지막 경찰의 반전 모습을 보며 이시대에도 편견과 차별로 소외 당하는 이들에게 메리크리스마스 인사같은 사람이 되도록 되뇌이는 ....,8,15,0,2019-02-09 20:09:00,관람객
115,김미나(mn81****),비고 모텐슨 연기 정말  최고네요! 영화가 음악도 좋고 여운도 많이 남고 굉장히 좋습니다. 또 보고 싶어요.,10,15,0,2019-01-18 08:58:00,0
116,20(holl****),정말 재미있게 본 영화 2시간이 아깝지 않았다 라는 생각이 들었다,10,15,0,2019-01-16 23:20:00,0
117,oleh****,따뜻한 영화. 더 많은 상영관에서 많은 사람들이 볼 수 있으면 좋겠네요,9,15,0,2019-01-13 20:13:00,관람객
118,이혜진(llhj****),오랫만에 인생에 두고두고 다시 열어볼 영화를 만났어요 작품성 좋고 따뜻한 영화,10,16,1,2019-01-14 00:32:00,관람객
119,ANDO(ando****),잘만든영화. 오렌지버드에서의 연주씬에서 미소가 절로 나왔습니다,10,14,0,2019-01-20 11:48:00,관람객
120,민(hunm****),꼭  봐라. 두번 봐라.  꼭  봐라. 두번 봐라.,10,14,0,2019-01-15 19:06:00,0
121,하하호호(rbtl****),은은한 감동을 주는 영화,10,14,0,2019-01-15 16:44:00,0
122,우브(u_be****),최고에요~진짜 우리나라는 이런영화 마니 안걸고 뭐하는지...,10,14,0,2019-01-14 22:30:00,0
123,Superjake(supe****),그냥..그냥 보세요..,10,14,0,2019-01-13 17:17:00,0
124,spcj****,상영관도 너무없어 안타깝네요.잔잔한감동..주인공들의 열연..다좋았습니다,10,14,0,2019-01-13 01:00:00,0
125,phot****,참 재밌는 영화로서 볼만한 영화임,10,14,0,2019-01-11 15:21:00,0
126,I am(espr****),정말 멋진 로드 앤 버디 무비...,10,14,0,2019-01-11 14:50:00,0
127,쟈스민(jooc****),영상미와 영화OST ..여운이 남네요마지막 부분 통쾌하면서도 따뜻한 영화입니다. .메타포가 아닌 관객이 직접 느낄수있는 품격있는 영화입니다,10,14,0,2019-01-11 10:26:00,관람객
128,미스티(flor****),"민감한 문제를 유쾌하고 잔잔하게, 하지만 묵직하게 전한 수작입니다. 배우들의 연기, 풍광, 음악도 너무 좋았구요. 상영관이 많지 않아 아쉽지만 많은 분들이 꼭 보셨으면 좋겠어요.",10,14,0,2019-01-11 09:41:00,0
129,밤고양이(anej****),"+2   평점 10점이 부족한 영화, 웃음도있고 감동도있고 많은 생각을 하게하는 이야기,  인생영화,  사랑스러운 영화,  상영시간 상영관 좀 늘려주지.... 이런영화를...",10,14,0,2019-01-11 03:11:00,관람객
130,추라이(bahu****),2019년 최고의 영화,10,14,0,2019-01-11 02:49:00,0
131,이복자(nsgi****),무거운 주제를 따뜻하게 풀어냈네요,8,14,0,2019-01-10 01:10:00,관람객
132,mimi****,잘 짜여진 각본과 배우들의 힘.훈훈하네~,10,14,0,2019-01-10 00:09:00,0
133,무한모드(olle****),인간관계의 편견 선입견 나아가 차별이 얼마나 무섭고 잔인한것인가!옆에 영감님이 앉길래 오늘 조용히 보긴 글렀다 했는대 2시간동안 숨소리도 안내심 죄송ㅠㅠ,10,15,1,2019-01-12 17:06:00,0
134,박성연(psy0****),엄청 잼있음.꼭 봐야할 영화임,10,15,1,2019-01-11 15:14:00,0
135,sik(ehdt****),하 역시.. 다들 <로마>랑 <더 페이버릿 - 여왕의 여자> 이야기할때 혼자 <그린 북>이 작품상받으면 좋겠다고 계속 생각했는데 결국 내눈이 틀리지않았어. 볼때마다 기분좋아지는 영화 ...,10,16,2,2019-02-25 13:32:00,0
136,교양스럽게(kspo****),근래에 이런 귀한영화를 본적이 없었는데...      정말 강추입니다.  후회하지 않습니다~~~~****,10,13,0,2019-01-22 09:13:00,0
137,효원(kimh****),상영관 좀 늘려줘라ㅠㅠ 이런 영화가 떠야지,10,13,0,2019-01-19 01:16:00,0
138,rlqja(rlqj****),따뜻하다. 근데 가볍지 않다. 말해뭐하는가,10,13,0,2019-01-17 23:46:00,관람객
139,samuel0(dong****),어울릴것 같지 않은 반대의 성향을 가진 두사람이콘서트 투어를 떠나면서 생기는 일들을 감동과 재미로 풀어가는 영화 재미와 감동 여운이 남는 영화입니다 가족들과 주말에 함께 보면 좋을것 같아요,10,13,0,2019-01-14 23:08:00,0
140,선왕녀(jeh9****),"깊은 여운에 지금도 빠져있네요. 멋있는 액션, 화려한 cg 없이도 울림은 더더욱 강한 영화입니다.",10,13,0,2019-01-14 21:04:00,0
141,올라뷰(kiki****),생각보다 평이한 내용이었지만 정말 재미있게 잘 봤어요! 비고 모텐슨과 마허샬라 알리의 케미가 참 좋았어요~ 인종차별이 심하던 시기에 차별을 뛰어넘은 우정.. 이게 실화라니 더 대박이네요!,8,13,0,2019-01-14 14:48:00,관람객
142,자연풍경의생명(love****),최고입니다. 2019년 제가 본 영화 베스트 일꺼 같습니다. 우리나라 학부모들도 보고 동남아 2세 아이들에게 편견없이 잘 대해주라고 교육 할수 있는 영화 입니다.,10,13,0,2019-01-14 01:13:00,0
143,뚜또(dark****),최고네요. 이런 명작이 왜 흥행을 못하는지...,10,13,0,2019-01-13 22:46:00,0
144,sesin(ehrl****),감동적 입니다 마지막 장면 너무 좋네요,10,13,0,2019-01-11 00:40:00,0
145,fall****,그냥 기대 많이 안했어요 그래서 그냥 포스터보고 내용 검색해서 부랴부랴 봤는데 얻어걸린영화가 깊은 여운을 줬네요,10,13,0,2019-01-11 00:07:00,0
146,비와 공원(cont****),dignity always prevails.,10,13,0,2019-01-10 14:56:00,0
147,오주원(jw06****),"개봉 첫날 보게 되었는데 개인적으로 정말 취향이였다. 잔잔한데 전혀 지루하지 않고 처음부터 끝까지 영화속에 녹아들어 몰입할 수 있었다.따뜻하면서도 유쾌하고, ‘차별’에 대해 다시 한번 생각해보게끔 하는 그런 영화",10,13,0,2019-01-10 02:59:00,0
148,에버그린(ange****),차별과 편견없는 세상의 소중함을 알게 해주는 영화,10,14,1,2019-01-16 23:20:00,0
